added,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,creativity,creativity_rank,creativity_rank_type,draft_rank,position_id,event_points,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,starts,status,club_id,threat,threat_rank,threat_rank_type,total_points,web_name,yellow_cards
2023-07-05T08:58:28.275183Z,0,0,16,,,0,222683,51.9,199,116,278,3,0,0.67,1.02,0.35,8.16,Justin,0.0,7,0,13.1,277,125,72,false,24.2,340,149,334,"",,0,0,0,1.3,0,0,Kluivert,4,a,3,54.0,164,97,9,Kluivert,0
2023-07-05T08:58:28.275683Z,0,0,0,0,0,0,128309,0.0,683,285,272,3,0,0.00,0.00,0.00,0.00,Jamal,0.0,0,0,0.0,686,286,73,false,0.0,685,286,0,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,0,0,0,0.0,0,0,Lowe,0,u,3,0.0,678,282,0,Lowe,0
2023-07-05T08:58:28.276145Z,0,0,0,0,0,0,133845,0.0,558,217,477,3,0,0.00,0.00,0.00,0.00,Emiliano,0.0,0,0,0.0,572,219,74,false,0.0,567,215,0,Foot injury - Unknown return date,2023-08-18T11:59:59.501058Z,0,0,0,0.0,0,0,Marcondes,0,i,3,0.0,544,212,0,Marcondes,0
2023-07-05T08:58:28.276667Z,0,0,17,100,100,0,223911,11.9,350,123,420,2,2,0.03,0.12,0.09,2.10,Chris,0.7,2,0,6.2,349,126,75,false,29.0,333,128,123,"",2023-09-26T18:00:07.515397Z,0,0,0,1.0,0,0,Mepham,1,a,3,21.0,262,81,3,Mepham,1
2023-07-05T08:58:28.277151Z,0,0,10,,,0,128340,17.2,317,43,216,4,0,0.31,0.78,0.47,1.69,Kieffer,0.7,1,0,6.3,347,45,76,false,3.0,424,50,83,"",,0,0,0,1.0,0,0,Moore,0,a,3,45.0,189,42,5,Moore,0
2023-07-05T08:58:28.277662Z,0,5,177,0,0,1,69752,0.0,598,70,375,1,0,0.01,0.01,0.00,21.32,Norberto,1.0,20,0,31.3,110,4,77,false,312.0,12,4,810,Ankle injury - Expected back 25 Nov,2023-10-27T13:30:07.907911Z,0,0,1,3.3,0,40,Murara Neto,9,i,3,0.0,587,66,30,Neto,3
2023-07-05T08:58:28.278134Z,0,0,23,100,100,1,533463,44.7,222,124,225,3,0,0.24,0.84,0.60,4.56,Dango,0.7,5,0,14.2,266,119,78,false,31.4,323,142,212,"",2023-08-12T21:30:06.219128Z,0,0,0,1.2,0,0,Ouattara,2,a,3,65.0,144,85,7,O.Dango,1
2023-07-05T08:58:28.278660Z,0,0,0,0,0,0,156687,0.0,605,240,460,3,0,0.00,0.00,0.00,0.00,Ben,0.0,0,0,0.0,612,242,79,false,0.0,608,239,0,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,0,0,0,0.0,0,0,Pearson,0,u,3,0.0,594,237,0,Pearson,0
2023-07-05T08:58:28.279179Z,0,0,0,25,,0,32259,0.0,456,28,647,1,0,0.00,0.00,0.00,0.00,Darren,0.0,0,0,0.0,477,45,80,false,0.0,472,45,0,Illness - 25% chance of playing,2023-10-28T18:00:07.926322Z,0,0,0,0.0,0,0,Randolph,0,d,3,0.0,431,22,0,Randolph,0
2023-07-05T08:58:28.279676Z,0,0,39,,,0,156685,46.8,215,122,244,3,1,0.10,0.16,0.06,9.84,Joe,1.0,8,0,8.9,324,147,81,false,37.0,310,133,311,"",,0,0,0,1.3,0,0,Rothwell,3,a,3,5.0,361,183,9,Rothwell,0
2023-07-05T08:58:28.280169Z,1,4,73,100,100,0,437730,47.7,211,36,451,4,9,0.51,1.35,0.84,7.98,Antoine,3.0,9,2,27.6,146,25,82,false,93.6,204,25,322,"",2023-08-06T23:30:05.439700Z,0,0,0,3.4,0,0,Semenyo,4,a,3,136.0,59,23,24,Semenyo,1
2023-07-05T08:58:28.280687Z,1,0,72,,,0,221466,29.3,268,84,393,2,0,0.32,0.32,0.00,14.53,Marcos,0.7,14,0,16.2,248,79,83,false,129.0,140,49,440,"",,0,0,0,1.1,0,0,Senesi,5,a,3,2.0,380,137,9,Senesi,1
2023-07-05T08:58:28.281197Z,0,0,18,100,100,0,54469,24.5,292,99,390,2,1,0.16,0.16,0.00,3.72,Adam,0.7,4,0,4.5,370,132,84,false,18.0,365,137,97,"",2023-08-06T23:30:05.454428Z,0,0,0,1.0,0,0,Smith,1,a,3,2.0,381,138,3,Smith,0
2023-07-05T08:58:28.281689Z,1,3,107,100,100,1,154566,114.0,83,6,50,4,2,0.60,4.25,3.65,21.68,Dominic,3.3,20,4,65.1,23,4,85,false,195.6,66,8,894,"",2023-09-28T03:30:08.465399Z,0,0,0,4.1,0,0,Solanke,10,a,3,339.0,7,3,41,Solanke,1
2023-07-05T08:58:28.282167Z,1,0,60,100,100,1,201658,99.0,110,79,107,3,2,0.76,1.33,0.57,11.15,Marcus,2.0,11,0,27.8,143,76,86,false,97.4,190,75,456,"",2023-07-26T15:30:04.076941Z,0,0,0,2.3,0,0,Tavernier,6,a,3,82.0,124,73,16,Tavernier,0
2023-07-05T08:58:28.282651Z,0,0,10,,,0,424044,14.8,332,172,262,3,0,0.01,0.18,0.17,0.84,Hamed,0.0,1,0,5.7,357,163,87,false,12.8,376,168,44,"",,0,0,0,1.0,0,0,Traorè,0,a,3,30.0,231,121,3,Hamed Traorè,0
2023-07-05T08:58:28.283116Z,0,0,0,0,0,0,229600,0.0,486,42,608,1,0,0.00,0.00,0.00,0.00,Mark,0.0,0,0,0.0,506,58,88,false,0.0,500,58,0,On loan to Stoke City for the season,2023-07-28T08:25:34.409705Z,0,0,0,0.0,0,0,Travers,0,u,3,0.0,461,36,0,Travers,0
2023-07-05T08:58:28.283633Z,0,0,145,,,1,477580,8.5,361,130,461,2,2,0.06,0.34,0.28,22.20,Illia,1.0,21,0,20.0,215,65,89,false,175.6,90,31,900,"",,0,0,0,1.4,0,0,Zabarnyi,10,a,3,16.0,295,97,14,Zabarnyi,2
2023-07-05T08:58:28.284132Z,1,1,106,100,100,2,191866,66.7,169,43,439,2,7,1.81,2.47,0.66,6.92,Kristoffer,4.3,7,0,25.6,166,45,90,false,94.0,201,79,465,"",2023-09-18T13:00:07.747658Z,0,0,0,2.6,0,0,Ajer,5,a,4,96.0,100,10,21,Ajer,1
2023-07-05T08:58:28.284696Z,0,0,0,,,0,235448,0.0,490,43,648,1,0,0.00,0.00,0.00,0.00,Ellery,0.0,0,0,0.0,510,59,91,false,0.0,504,59,0,"",,0,0,0,0.0,0,0,Balcombe,0,a,4,0.0,465,37,0,Balcombe,0
2023-07-05T08:58:28.285190Z,0,0,3,0,0,0,432160,0.0,543,210,440,3,0,0.01,0.01,0.00,0.24,Shandon,0.0,0,0,0.2,441,206,92,false,2.2,429,199,18,Shoulder injury - Expected back 04 Nov,2023-08-25T15:00:07.144362Z,0,0,0,1.0,0,0,Baptiste,0,i,4,0.0,525,204,1,Baptiste,0
2023-07-05T08:58:28.285703Z,0,0,0,0,0,0,228044,0.0,485,179,630,2,0,0.00,0.00,0.00,0.00,Mads,0.0,0,0,0.0,505,182,93,false,0.0,499,182,0,Transferred to Midtjylland,2023-09-01T21:46:46.639465Z,0,0,0,0.0,0,0,Bech Sørensen,0,u,4,0.0,460,168,0,Bech,0
2023-07-05T08:58:28.286222Z,0,0,0,0,0,0,481405,0.0,640,257,490,3,0,0.00,0.00,0.00,0.00,Mads,0.0,0,0,0.0,647,259,94,false,0.0,642,256,0,Transfer to Red Bull Salzburg on a permanent basis,2023-07-19T08:50:35.624414Z,0,0,0,0.0,0,0,Bidstrup,0,u,4,0.0,631,254,0,Bidstrup,0
2023-07-05T08:58:28.286747Z,0,0,0,0,0,0,174932,0.0,702,299,270,3,0,0.00,0.00,0.00,0.00,Sergi,0.0,0,0,0.0,704,300,95,false,0.0,704,300,0,Permanent transfer to Valencia,2023-08-21T08:27:40.363072Z,0,0,0,0.0,0,0,Canós Tenés,0,u,4,0.0,699,298,0,Canós,0
2023-07-05T08:58:28.287216Z,1,0,172,,,3,432830,36.5,244,71,410,2,6,0.50,0.80,0.30,10.86,Nathan,4.0,10,0,26.4,154,36,96,false,180.8,81,27,819,"",,0,0,0,2.9,0,0,Collins,9,a,4,45.0,188,41,29,Collins,2
2023-07-05T08:58:28.287700Z,0,0,0,0,0,0,503300,0.0,519,57,649,1,0,0.00,0.00,0.00,0.00,Matthew,0.0,0,0,0.0,539,73,97,false,0.0,534,73,0,On loan to Bristol Rovers for the season,2023-07-26T11:24:14.392215Z,0,0,0,0.0,0,0,Cox,0,u,4,0.0,497,51,0,Cox,0
2023-07-05T08:58:28.288151Z,0,0,4,0,0,0,440089,3.3,379,190,245,3,0,0.01,0.08,0.07,0.66,Mikkel,0.0,0,0,3.1,387,179,98,false,10.4,385,172,52,Knee injury - Expected back 25 Nov,2023-08-26T21:00:07.451858Z,0,0,0,1.0,0,0,Damsgaard,0,i,4,17.0,290,149,2,Damsgaard,0
2023-07-05T08:58:28.288619Z,0,0,3,0,0,0,183656,0.0,668,276,194,3,0,0.00,0.00,0.00,0.07,Josh,0.0,0,0,0.1,448,212,99,false,0.0,671,275,9,Hamstring injury - Expected back 25 Nov,2023-08-19T18:00:06.573457Z,0,0,0,1.0,0,0,Dasilva,0,i,4,2.0,392,197,1,Dasilva,0
2023-07-05T08:58:28.289089Z,0,0,0,0,0,0,434662,0.0,624,68,471,4,0,0.00,0.00,0.00,0.00,Halil,0.0,0,0,0.0,631,66,100,false,0.0,626,64,0,Transfer to Galatasaray on a permanent basis,2023-07-19T08:49:49.674290Z,0,0,0,0.0,0,0,Dervişoğlu,0,u,4,0.0,615,66,0,Dervişoğlu,0
2023-07-05T08:58:28.289571Z,0,1,169,100,100,3,118342,0.0,602,74,491,1,6,0.06,0.06,0.00,11.45,Mark,4.0,10,0,14.5,231,17,101,false,144.8,83,17,810,"",2023-10-12T09:30:09.186238Z,0,0,0,3.4,0,20,Flekken,9,a,4,0.0,591,70,31,Flekken,1
2023-07-05T08:58:28.290019Z,0,0,0,,,0,213687,0.0,443,158,650,2,0,0.00,0.00,0.00,0.00,Charlie,0.0,0,0,0.0,464,161,102,false,0.0,459,162,0,"",,0,0,0,0.0,0,0,Goode,0,a,4,0.0,417,146,0,Goode,0
2023-07-05T08:58:28.290489Z,1,0,74,0,0,1,194010,67.9,164,42,364,2,0,0.90,0.97,0.07,5.12,Rico,0.0,5,0,15.7,252,81,103,false,72.8,240,97,401,Knee injury - Expected back 01 Jun,2023-09-16T20:00:07.015382Z,0,0,0,2.6,0,0,Henry,5,i,4,17.0,284,89,13,Henry,1
2023-07-05T08:58:28.291016Z,0,0,87,100,100,2,472713,28.4,272,87,399,2,6,0.13,0.33,0.20,10.20,Aaron,2.0,12,0,12.9,283,96,104,false,66.6,256,105,713,"",2023-10-07T19:30:08.561839Z,0,0,0,1.9,0,0,Hickey,9,a,4,37.0,208,53,17,Hickey,5
2023-07-05T08:58:28.291548Z,1,0,98,,,4,204580,132.8,66,48,114,3,3,0.63,1.23,0.60,8.85,Vitaly,2.3,7,0,32.2,104,59,105,false,97.4,191,76,794,"",,0,0,0,2.5,0,0,Janelt,10,a,4,93.0,107,64,25,Janelt,2
2023-07-05T08:58:28.292101Z,2,8,181,100,100,5,207283,260.5,19,14,92,3,3,1.95,2.38,0.43,10.20,Mathias,5.0,9,3,56.1,32,22,106,false,226.0,39,14,757,"",2023-08-13T21:30:06.166245Z,0,0,0,5.1,0,0,Jensen,10,a,4,76.0,133,80,51,Jensen,2
2023-07-05T08:58:28.292781Z,0,0,13,0,0,0,249231,21.8,301,156,263,3,0,0.28,1.25,0.98,3.21,Keane,0.0,5,0,9.3,313,141,107,false,15.2,371,163,218,Calf injury - Unknown return date,2023-10-07T21:30:07.954328Z,0,0,0,1.3,0,0,Lewis-Potter,2,i,4,58.0,159,95,8,Lewis-Potter,0
2023-07-05T08:58:28.293357Z,2,9,197,100,100,3,446008,296.8,13,10,47,3,13,3.04,9.25,6.21,12.88,Bryan,9.7,12,6,94.8,6,4,108,true,320.8,8,5,900,"",2023-08-06T23:30:05.510200Z,0,0,0,6.7,0,0,Mbeumo,10,a,4,331.0,8,5,67,Mbeumo,1
2023-07-05T08:58:28.293955Z,0,0,28,100,100,0,51927,10.9,354,126,174,2,0,0.16,0.16,0.00,3.45,Ben,0.0,3,0,4.1,372,134,109,false,26.6,338,130,151,"",2023-09-18T13:00:07.822926Z,0,0,0,1.5,0,0,Mee,2,a,4,4.0,372,133,3,Mee,0
2023-07-05T08:58:28.294595Z,1,2,152,,,3,128295,135.5,65,47,119,3,2,0.71,2.31,1.60,12.54,Christian,2.0,12,1,47.3,57,37,110,false,186.2,73,27,850,"",,0,0,0,3.0,0,0,Nørgaard,10,a,4,150.0,52,32,30,Nørgaard,3
2023-07-05T08:58:28.295210Z,0,0,27,100,100,1,428580,75.7,141,96,238,3,0,1.02,1.47,0.45,5.36,Frank,1.0,6,0,18.0,232,109,111,false,47.8,288,122,233,"",2023-08-06T23:30:05.525477Z,0,0,0,0.9,0,0,Onyeka,1,a,4,58.0,162,96,7,Onyeka,3
2023-07-05T08:58:28.295869Z,0,5,204,100,100,3,231065,39.6,235,65,365,2,15,0.34,1.28,0.94,12.88,Ethan,7.7,12,1,42.2,69,12,112,false,276.2,23,4,900,"",2023-10-12T09:30:09.253578Z,0,0,0,3.9,0,0,Pinnock,10,a,4,104.0,92,8,39,Pinnock,0
2023-07-05T08:58:28.296582Z,0,2,127,,,4,154561,0.0,676,80,170,1,6,0.00,0.00,0.00,4.43,David,4.7,4,0,8.2,329,21,113,false,82.6,223,21,540,"",,0,0,0,5.0,0,8,Raya Martin,6,a,1,0.0,669,78,30,Raya,0
2023-07-05T08:58:28.297252Z,0,0,70,,,1,226956,83.8,127,26,413,2,6,0.32,0.35,0.03,5.82,Mads,2.7,4,0,17.2,236,74,114,false,79.8,228,92,333,"",,0,0,0,1.8,0,0,Roerslev Rasmussen,3,a,4,8.0,339,116,14,Roerslev,0
2023-07-05T08:58:28.297919Z,1,2,40,0,0,1,513418,42.0,227,125,135,3,0,0.35,1.15,0.80,2.36,Kevin,0.0,2,1,15.1,257,117,115,false,48.2,286,120,255,Muscle injury - Unknown return date,2023-09-23T22:00:07.161600Z,0,0,0,3.8,0,0,Schade,3,i,4,62.0,150,89,19,Schade,0
2023-07-05T08:58:28.298507Z,0,0,20,100,100,0,140200,0.0,437,15,651,1,0,0.01,0.01,0.00,1.43,Thomas,1.0,2,0,4.0,373,23,116,false,40.2,303,23,90,"",2023-08-26T21:00:07.515720Z,0,0,0,3.0,0,6,Strakosha,1,a,4,0.0,411,9,3,Strakosha,0
2023-07-05T08:58:28.299078Z,0,0,0,0,0,0,144485,0.0,730,93,11,4,0,0.00,0.00,0.00,0.00,Ivan,0.0,0,0,0.0,730,93,117,false,0.0,730,93,0,Suspended until 20 Jan,2023-07-05T16:30:03.752728Z,0,0,0,0.0,0,0,Toney,0,s,4,0.0,730,93,0,Toney,0
2023-07-05T08:58:28.299749Z,0,0,0,0,0,0,591357,0.0,664,273,492,3,0,0.00,0.00,0.00,0.00,Ryan,0.0,0,0,0.0,672,275,118,false,0.0,667,272,0,Season long loan to Exeter,2023-08-14T03:58:13.701084Z,0,0,0,0.0,0,0,Trevitt,0,u,4,0.0,657,271,0,Trevitt,0
2023-07-05T08:58:28.300415Z,2,7,150,,,4,216646,110.4,90,8,70,4,2,0.22,4.66,4.44,10.71,Yoane,5.0,10,3,57.8,29,7,119,false,176.6,88,12,833,"",,0,0,0,4.4,0,0,Wissa,10,a,4,299.0,17,6,44,Wissa,1
2023-07-05T08:58:28.301069Z,0,0,-1,,,0,508395,1.8,393,194,493,3,1,0.00,0.58,0.58,0.92,Yegor,0.7,0,0,3.1,384,176,120,false,4.6,415,189,28,"",,0,0,0,1.0,0,0,Yarmolyuk,0,a,4,25.0,245,129,2,Yarmolyuk,0
2023-07-05T08:58:28.301675Z,0,0,8,,,0,48760,17.1,320,109,416,2,0,0.11,0.11,0.00,0.12,Mathias,0.0,0,0,2.7,395,141,121,false,9.8,388,145,6,"",,0,0,0,1.0,0,0,Jorgensen,0,a,4,0.0,533,212,1,Zanka,0
2023-07-05T08:58:28.302189Z,1,0,87,,,0,535818,89.3,121,86,279,3,2,0.55,1.43,0.88,8.33,Simon,3.7,12,2,35.5,93,56,122,false,139.6,128,48,484,"",,0,0,0,3.0,0,0,Adingra,5,a,5,127.0,71,43,27,Adingra,0
2023-07-05T08:58:28.302688Z,0,0,0,0,0,0,235382,0.0,575,224,494,3,0,0.00,0.00,0.00,0.00,Steven,0.0,0,0,0.0,588,226,123,false,0.0,583,222,0,Season long loan to Standard Liège,2023-09-08T08:19:00.187945Z,0,0,0,0.0,0,0,Alzate,0,u,5,0.0,563,220,0,Alzate,0
2023-07-05T08:58:28.303160Z,0,0,0,0,0,0,509416,0.0,650,264,473,3,0,0.00,0.00,0.00,0.00,Yasin,0.0,0,0,0.0,658,266,124,false,0.0,653,263,0,Season-long loan to Coventry City,2023-08-23T08:37:48.427770Z,0,0,0,0.0,0,0,Ayari,0,u,5,0.0,642,261,0,Ayari,0
2023-07-05T08:58:28.303641Z,0,0,-1,,,0,536916,13.6,339,176,250,3,1,0.05,0.17,0.12,0.75,Facundo,0.3,1,0,3.1,386,178,125,false,6.6,406,184,64,"",,0,0,0,1.0,0,0,Buonanotte,1,a,5,11.0,324,166,2,Buonanotte,0
2023-07-05T08:58:28.304150Z,0,0,88,100,100,2,486672,71.5,156,99,198,3,1,0.39,0.53,0.14,6.07,Moisés,1.3,7,0,18.1,229,108,126,false,97.0,193,78,623,"",2023-10-03T22:30:07.822883Z,0,0,0,1.9,0,0,Caicedo Corozo,7,a,7,16.0,296,150,15,Caicedo,2
2023-07-05T08:58:28.304833Z,0,0,0,0,0,0,233425,0.0,617,65,495,4,0,0.00,0.00,0.00,0.00,Aaron,0.0,0,0,0.0,624,63,127,false,0.0,620,61,0,Permanent move to Hull City,2023-08-04T09:39:43.029546Z,0,0,0,0.0,0,0,Connolly,0,u,5,0.0,607,63,0,Connolly,0
2023-07-05T08:58:28.305766Z,1,0,64,,,1,168090,80.5,100,74,280,3,2,0.35,0.46,0.11,3.01,Mahmoud,0.7,4,0,14.5,224,105,128,false,59.8,254,100,314,"",,0,0,0,2.2,0,0,Dahoud,4,a,5,6.0,325,167,13,Dahoud,1
2023-07-05T08:58:28.306549Z,0,1,154,100,100,0,83299,57.1,189,50,180,2,2,0.96,2.41,1.45,16.00,Lewis,3.7,19,1,39.8,81,17,129,false,223.0,40,12,900,"",2023-09-22T14:00:07.541007Z,0,0,0,1.9,0,0,Dunk,10,a,5,118.0,83,4,19,Dunk,2
2023-07-05T08:58:28.307209Z,2,0,30,0,0,0,474120,25.0,290,151,127,3,0,0.58,0.78,0.20,2.02,Julio,0.0,1,0,9.4,311,140,130,false,39.0,306,130,68,Knee injury - Unknown return date,2023-08-23T21:00:05.704925Z,0,0,0,4.0,0,0,Enciso,1,i,5,30.0,233,123,8,Enciso,1
2023-07-05T08:58:28.307930Z,3,5,112,25,25,0,204214,177.9,41,8,177,2,0,1.47,2.37,0.90,10.66,Pervis,0.0,10,1,45.0,61,7,131,false,162.8,104,38,495,Muscle injury - 25% chance of playing,2023-10-04T18:30:08.271676Z,1,0,0,4.2,0,0,Estupiñán,6,d,5,110.0,88,6,25,Estupiñan,2
2023-07-05T08:58:28.308515Z,0,5,131,100,100,1,487117,47.8,210,35,81,4,8,0.47,3.36,2.89,10.15,Evan,3.7,12,5,46.1,60,15,132,false,197.2,64,7,510,"",2023-09-28T04:00:07.613334Z,0,0,0,3.9,0,0,Ferguson,6,a,5,216.0,31,14,39,Ferguson,0
2023-07-05T08:58:28.309110Z,3,4,119,,,1,243568,174.2,45,35,256,3,1,1.12,1.44,0.32,9.65,Billy,0.7,11,0,29.8,127,69,133,false,93.8,203,81,477,"",,0,0,0,2.9,0,0,Gilmour,5,a,5,30.0,232,122,26,Gilmour,1
2023-07-05T08:58:28.309931Z,1,7,150,100,100,1,60307,286.4,16,12,44,3,6,1.22,2.51,1.29,12.43,Pascal,3.3,11,2,62.3,24,19,134,false,212.6,48,17,708,"",2023-09-22T14:00:07.601244Z,0,0,0,4.5,0,0,Groß,8,a,5,125.0,74,45,36,Gross,1
2023-07-05T08:58:28.310568Z,1,3,95,,,1,475168,143.5,51,3,142,4,1,1.42,4.08,2.66,9.03,João Pedro,1.7,11,2,37.1,51,13,135,false,102.6,124,15,488,"",,0,0,0,2.7,0,0,Junqueira de Jesus,4,a,5,124.0,40,15,27,João Pedro,1
2023-07-05T08:58:28.311074Z,0,0,0,0,0,0,442229,0.0,499,188,652,2,0,0.00,0.00,0.00,0.00,Michał,0.0,0,0,0.0,519,191,136,false,0.0,513,191,0,Permanent transfer to Hertha BSC,2023-08-09T08:35:32.699094Z,0,0,0,0.0,0,0,Karbownik,0,u,5,0.0,476,179,0,Karbownik,0
2023-07-05T08:58:28.311582Z,0,0,0,0,0,0,484658,0.0,641,258,496,3,0,0.00,0.00,0.00,0.00,Kacper,0.0,0,0,0.0,648,260,137,false,0.0,643,257,0,Joined vitesse on a season long loan,2023-07-20T08:40:22.941077Z,0,0,0,0.0,0,0,Kozłowski,0,u,5,0.0,632,255,0,Kozłowski,0
2023-07-05T08:58:28.312286Z,0,0,26,100,100,1,39155,67.8,165,102,227,3,1,0.18,0.18,0.00,2.68,Adam,0.3,2,0,10.6,301,134,138,false,20.2,355,157,169,"",2023-09-29T14:00:08.638239Z,0,0,0,1.2,0,0,Lallana,2,a,5,18.0,275,142,6,Lallana,1
2023-07-05T08:58:28.313012Z,2,0,45,25,25,0,232792,25.6,283,95,612,2,0,0.08,0.10,0.02,1.97,Tariq,0.0,5,0,7.6,334,119,139,false,43.4,295,113,137,Knock - 25% chance of playing,2023-10-11T09:00:08.316457Z,0,0,0,2.0,0,0,Lamptey,1,d,5,7.0,344,117,8,Lamptey,2
2023-07-05T08:58:28.313668Z,1,6,134,0,0,2,109345,126.5,70,51,48,3,0,0.97,3.07,2.10,10.50,Solly,2.7,11,3,46.4,59,39,140,false,197.4,63,24,555,Knee injury - Unknown return date,2023-10-21T17:30:07.514105Z,0,0,0,5.6,0,0,March,7,i,5,139.0,56,33,39,March,1
2023-07-05T08:58:28.314329Z,0,0,0,,,0,209288,0.0,442,20,653,1,0,0.00,0.00,0.00,0.00,Tom,0.0,0,0,0.0,463,37,141,false,0.0,458,37,0,"",,0,0,0,0.0,0,0,McGill,0,a,5,0.0,416,14,0,McGill,0
2023-07-05T08:58:28.314993Z,0,0,41,100,100,1,15157,29.6,266,144,230,3,0,0.26,0.26,0.00,5.00,James,0.3,6,0,6.3,348,157,142,false,31.2,324,143,272,"",2023-09-22T14:00:07.621312Z,0,0,0,1.2,0,0,Milner,4,a,5,2.0,394,198,7,Milner,2
2023-07-05T08:58:28.315645Z,3,6,152,100,100,0,451340,240.5,21,16,49,3,2,2.34,4.87,2.53,15.37,Kaoru,2.0,18,3,78.3,15,11,143,false,228.0,37,13,845,"",2023-10-11T09:00:08.348049Z,0,0,0,4.6,0,0,Mitoma,9,a,5,313.0,14,9,46,Mitoma,3
2023-07-05T08:58:28.316441Z,0,0,0,25,25,0,243505,0.0,578,226,497,3,0,0.00,0.00,0.00,0.00,Jakub,0.0,0,0,0.0,591,228,144,false,0.0,586,224,0,Lack of match fitness - 25% chance of playing,2023-10-20T15:30:08.340971Z,0,0,0,0.0,0,0,Moder,0,d,5,0.0,566,222,0,Moder,0
2023-07-05T08:58:28.317167Z,0,4,186,,,3,215059,0.1,423,7,381,1,2,0.00,0.00,0.00,11.50,Robert,1.7,11,0,22.2,194,12,145,false,221.6,42,11,900,"",,0,0,0,3.8,0,25,Sánchez,10,a,7,0.0,659,74,38,Sanchez,1
2023-07-05T08:58:28.317716Z,0,0,0,0,0,0,441192,0.0,626,248,455,3,0,0.00,0.00,0.00,0.00,Jeremy,0.0,0,0,0.0,633,250,146,false,0.0,628,247,0,Joined West Bromwich Albion on a season-long loan,2023-07-26T11:28:45.117167Z,0,0,0,0.0,0,0,Sarmiento Morante,0,u,5,0.0,617,245,0,Sarmiento,0
2023-07-05T08:58:28.318188Z,0,0,0,0,0,0,240514,0.0,491,44,654,1,0,0.00,0.00,0.00,0.00,Kjell,0.0,0,0,0.0,511,60,147,false,0.0,505,60,0,Joined Sturm Graz on a season-long loan,2023-07-06T16:30:02.985300Z,0,0,0,0.0,0,0,Scherpen,0,u,5,0.0,466,38,0,Scherpen,0
2023-07-05T08:58:28.318911Z,0,0,112,,,0,49262,0.1,419,5,398,1,3,0.00,0.00,0.00,7.51,Jason,1.7,12,0,18.0,230,16,148,false,179.6,82,16,540,"",,0,0,0,2.2,0,20,Steele,6,a,5,0.0,514,55,13,Steele,0
2023-07-05T08:58:28.319614Z,0,0,0,0,0,0,450434,0.0,719,88,128,4,0,0.00,0.00,0.00,0.00,Deniz,0.0,0,0,0.0,719,88,149,false,0.0,719,88,0,Season long loan to Stuttgart,2023-08-04T09:40:56.708875Z,0,0,0,0.0,0,0,Undav,0,u,5,0.0,718,88,0,Undav,0
2023-07-05T08:58:28.320359Z,0,0,56,,,0,469142,2.6,385,141,628,2,0,0.02,0.04,0.02,4.03,Jan Paul,0.7,3,0,12.0,288,100,150,false,100.8,182,71,298,"",,0,0,0,1.4,0,0,van Hecke,3,a,5,17.0,283,88,7,Van Hecke,1
2023-07-05T08:58:28.320944Z,1,0,103,,,0,111478,41.7,229,64,373,2,1,0.23,0.31,0.08,11.07,Joël,1.0,13,0,20.1,212,63,151,false,126.2,148,52,576,"",,0,0,0,1.3,0,0,Veltman,5,a,5,32.0,223,61,13,Veltman,1
2023-07-05T08:58:28.321583Z,0,0,59,,,0,489639,0.0,590,67,498,1,0,0.00,0.00,0.00,8.49,Bart,0.3,7,0,9.1,316,20,152,false,90.4,208,20,360,"",,0,0,0,1.8,0,10,Verbruggen,4,a,5,0.0,578,63,7,Verbruggen,0
2023-07-05T08:58:28.322220Z,0,0,81,100,100,0,110735,21.8,299,102,386,2,2,0.09,0.28,0.19,9.05,Adam,0.7,12,0,13.7,275,93,153,false,99.8,184,73,450,"",2023-08-11T13:30:06.362659Z,0,0,0,1.0,0,0,Webster,5,a,5,15.0,300,99,5,Webster,1
2023-07-05T08:58:28.322889Z,0,1,44,0,0,2,50175,71.6,155,20,76,4,0,0.37,1.44,1.07,6.50,Danny,0.7,7,1,21.9,196,33,154,false,61.0,264,32,407,Muscle injury - Unknown return date,2023-10-21T17:30:07.549301Z,0,0,0,1.9,0,0,Welbeck,7,i,5,86.0,116,34,15,Welbeck,1
2023-07-05T08:58:28.323499Z,0,0,0,0,0,0,204676,0.0,566,59,499,4,0,0.00,0.00,0.00,0.00,Andi,0.0,0,0,0.0,580,57,155,false,0.0,575,55,0,Permanent transfer to Genk,2023-09-06T09:25:40.755182Z,0,0,0,0.0,0,0,Zeqiri,0,u,5,0.0,553,57,0,Zeqiri,0
2023-07-05T08:58:28.324169Z,0,0,0,,,0,578614,0.0,546,211,500,3,0,0.00,0.00,0.00,0.00,Enock,0.0,0,0,0.0,560,213,156,false,0.0,555,209,0,"",,0,0,0,0.0,0,0,Agyei,0,a,6,0.0,529,206,0,Agyei,0
