added,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,creativity,creativity_rank,creativity_rank_type,draft_rank,position_id,event_points,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,starts,status,club_id,threat,threat_rank,threat_rank_type,total_points,web_name,yellow_cards
2023-07-05T08:58:28.377327Z,0,0,3,0,0,0,49413,0.0,457,164,623,2,0,0.00,0.00,0.00,0.00,James,0.0,0,0,0.0,478,167,241,false,0.2,441,156,1,Calf injury - Expected back 11 Nov,2023-10-20T15:30:08.713409Z,0,0,0,1.0,0,0,Tomkins,0,i,8,0.0,432,153,1,Tomkins,0
2023-07-05T08:58:28.377943Z,0,0,106,100,100,3,55494,19.8,308,106,385,2,-1,0.11,0.74,0.63,13.80,Joel,-0.3,13,0,14.3,263,88,242,false,103.0,178,69,802,"",2023-10-06T23:00:08.664937Z,1,0,0,2.2,0,0,Ward,9,a,8,21.0,264,82,20,Ward,3
2023-07-05T08:58:28.378487Z,0,0,0,,,0,487818,0.0,518,56,634,1,0,0.00,0.00,0.00,0.00,Joe,0.0,0,0,0.0,538,72,243,false,0.0,533,72,0,"",,0,0,0,0.0,0,0,Whitworth,0,a,8,0.0,496,50,0,Whitworth,0
2023-07-05T08:58:28.379104Z,0,0,0,0,0,0,120250,0.0,557,216,510,3,0,0.00,0.00,0.00,0.00,André,0.0,0,0,0.0,571,218,244,false,0.0,566,214,0,Calf injury - Unknown return date,2023-09-28T17:00:09.015970Z,0,0,0,0.0,0,0,Tavares Gomes,0,i,9,0.0,543,211,0,André Gomes,0
2023-07-05T08:58:28.379793Z,0,2,129,100,100,2,480455,29.4,267,83,672,2,8,0.43,0.67,0.24,8.97,Jarrad,5.0,9,0,23.8,178,50,245,false,171.2,93,33,720,"",2023-09-06T18:00:07.032251Z,0,0,0,2.5,0,0,Branthwaite,8,a,9,38.0,204,50,20,Branthwaite,3
2023-07-05T08:58:28.380461Z,0,3,88,100,100,3,177815,44.7,223,38,83,4,9,0.13,2.86,2.73,5.99,Dominic,4.3,5,3,32.3,103,19,246,false,118.0,163,20,408,"",2023-08-20T22:00:06.298153Z,0,0,0,3.7,0,0,Calvert-Lewin,5,a,9,168.0,47,18,26,Calvert-Lewin,0
2023-07-05T08:58:28.381048Z,0,0,0,25,25,0,59949,0.0,550,216,400,2,0,0.00,0.00,0.00,0.00,Seamus,0.0,0,0,0.0,564,216,247,false,0.0,559,217,0,Lack of match fitness - 25% chance of playing,2023-08-06T23:30:05.699825Z,0,0,0,0.0,0,0,Coleman,0,d,9,0.0,535,213,0,Coleman,0
2023-07-05T08:58:28.381680Z,0,0,0,0,0,0,108823,0.0,675,281,273,3,0,0.00,0.00,0.00,0.00,Dele,0.0,0,0,0.0,679,281,248,false,0.0,677,280,0,Hip injury - Unknown return date,2023-08-06T23:30:05.714102Z,0,0,0,0.0,0,0,Alli,0,i,9,0.0,668,277,0,Dele,0
2023-07-05T08:58:28.382296Z,1,2,148,,,2,121599,212.1,28,22,118,3,3,0.74,4.49,3.75,13.58,Abdoulaye,4.3,14,3,74.2,16,12,249,false,202.6,55,22,858,"",,0,0,0,4.0,0,0,Doucouré,10,a,9,325.0,9,6,40,A.Doucoure,1
2023-07-05T08:58:28.382959Z,1,2,127,,,2,232928,185.9,38,30,251,3,3,1.69,2.79,1.10,11.91,James,4.3,13,1,42.3,68,42,250,false,156.8,108,38,796,"",,0,0,0,3.0,0,0,Garner,9,a,9,81.0,126,75,30,Garner,1
2023-07-05T08:58:28.383634Z,0,0,0,0,0,0,160987,0.0,561,219,511,3,0,0.00,0.00,0.00,0.00,Jean-Philippe,0.0,0,0,0.0,575,221,251,false,0.0,570,217,0,Contract cancelled,2023-09-02T08:58:34.528089Z,0,0,0,0.0,0,0,Gbamin,0,u,9,0.0,547,214,0,Gbamin,0
2023-07-05T08:58:28.384274Z,0,0,2,,,0,198826,0.0,540,213,453,2,0,0.00,0.00,0.00,0.37,Ben,0.0,0,0,0.0,556,214,252,false,0.0,551,215,1,"",,0,0,0,1.0,0,0,Godfrey,0,a,9,0.0,521,207,1,Godfrey,0
2023-07-05T08:58:28.384890Z,0,0,0,0,0,0,172632,0.0,711,305,110,3,0,0.00,0.00,0.00,0.00,Demarai,0.0,0,0,0.0,711,305,253,false,0.0,711,305,0,Permanent transfer to Al-Ettifaq,2023-09-08T08:19:32.417883Z,0,0,0,0.0,0,0,Gray,0,u,9,0.0,708,304,0,Gray,0
2023-07-05T08:58:28.385462Z,0,0,86,100,100,0,80801,82.9,128,89,209,3,0,0.38,0.62,0.24,8.60,Idrissa,0.0,10,0,17.7,233,110,254,false,69.0,246,96,540,"",2023-10-07T21:00:07.886561Z,0,0,0,1.6,0,0,Gueye,7,a,9,25.0,249,131,11,Gana,1
2023-07-05T08:58:28.386055Z,0,0,0,0,0,0,194164,0.0,474,171,617,2,0,0.00,0.00,0.00,0.00,Mason,0.0,0,0,0.0,494,174,255,false,0.0,488,174,0,Season-long loan to Southampton,2023-08-28T07:56:52.861113Z,0,0,0,0.0,0,0,Holgate,0,u,9,0.0,449,160,0,Holgate,0
2023-07-05T08:58:28.386709Z,0,0,57,100,100,0,153133,126.2,71,52,95,3,2,0.74,1.48,0.74,6.96,Alex,1.7,6,0,27.7,145,77,256,false,60.0,265,106,432,"",2023-08-20T22:00:06.353174Z,0,0,0,1.4,0,0,Iwobi,4,a,10,90.0,109,66,11,Iwobi,0
2023-07-05T08:58:28.387534Z,0,0,24,,,0,106611,2.6,386,142,426,2,0,0.05,0.09,0.04,6.60,Michael,0.0,7,0,7.8,332,117,257,false,35.6,315,120,226,"",,0,0,0,0.5,0,0,Keane,2,a,9,40.0,198,47,2,Keane,1
2023-07-05T08:58:28.388304Z,2,0,26,100,100,2,115382,55.2,194,31,234,4,3,0.39,2.96,2.57,4.54,Neal,2.7,4,0,28.6,134,24,258,false,56.6,272,33,264,"",2023-09-22T16:30:08.030737Z,0,0,0,1.9,0,0,Maupay,2,a,4,173.0,43,16,13,Maupay,2
2023-07-05T08:58:28.388851Z,1,0,77,100,100,2,433154,206.1,31,25,96,3,3,1.98,2.60,0.62,5.33,Dwight,2.3,4,0,39.1,82,50,259,false,107.6,174,69,500,"",2023-08-31T22:00:07.122581Z,0,0,0,2.4,0,0,McNeil,6,a,9,77.0,129,78,17,McNeil,0
2023-07-05T08:58:28.389382Z,0,3,107,100,100,2,224967,62.5,174,46,387,2,8,0.27,0.50,0.23,5.97,Vitalii,5.3,5,0,22.3,193,55,260,false,127.0,146,51,537,"",2023-09-28T17:00:09.051270Z,0,0,0,3.7,0,0,Mykolenko,6,a,9,33.0,221,60,22,Mykolenko,0
2023-07-05T08:58:28.390061Z,0,0,119,,,2,449871,121.0,73,54,200,3,3,0.87,1.94,1.07,12.83,Amadou,2.7,13,0,35.3,94,57,261,false,98.4,188,73,875,"",,0,0,0,2.2,0,0,Onana,10,a,9,132.0,63,37,22,Onana,0
2023-07-05T08:58:28.390771Z,1,2,101,,,1,243571,82.4,129,27,436,2,6,0.67,1.01,0.34,9.61,Nathan,2.3,10,0,21.6,198,56,262,false,110.0,168,64,522,"",,0,0,0,2.0,0,0,Patterson,5,a,9,22.0,257,79,18,Patterson,1
2023-07-05T08:58:28.391353Z,0,2,154,,,2,111234,30.0,262,1,363,1,5,0.10,0.10,0.00,13.58,Jordan,5.3,14,0,22.8,188,11,263,false,199.2,62,15,900,"",,1,0,0,2.7,0,25,Pickford,10,a,9,0.0,540,61,27,Pickford,2
2023-07-05T08:58:28.391920Z,0,0,0,0,0,0,218997,0.0,612,64,454,4,0,0.00,0.00,0.00,0.00,Ellis,0.0,0,0,0.0,619,62,264,false,0.0,615,60,0,Transferred to Coventry City,2023-07-11T08:42:12.779256Z,0,0,0,0.0,0,0,Simms,0,u,9,0.0,602,62,0,Simms,0
2023-07-05T08:58:28.392461Z,1,4,178,100,100,2,17761,80.9,132,28,368,2,6,0.89,1.57,0.68,13.21,James,4.3,14,1,42.8,67,11,265,false,252.6,28,6,900,"",2023-08-06T23:30:05.744451Z,0,0,0,3.5,0,0,Tarkowski,10,a,9,94.0,104,11,35,Tarkowski,1
2023-07-05T08:58:28.393039Z,0,0,0,,,0,222627,0.0,445,22,673,1,0,0.00,0.00,0.00,0.00,João,0.0,0,0,0.0,466,39,266,false,0.0,461,39,0,"",,0,0,0,0.0,0,0,Neves Virgínia,0,a,9,0.0,419,16,0,J.Virginia,0
2023-07-05T08:58:28.393747Z,2,0,83,100,100,3,156689,204.9,32,26,98,3,1,0.79,1.59,0.80,11.15,Andreas,2.3,11,1,38.2,84,52,267,false,89.8,209,84,626,"",2023-08-26T21:00:07.967178Z,0,0,0,2.9,0,0,Hoelgebaum Pereira,8,a,10,88.0,112,67,29,Andreas,2
2023-07-05T08:58:28.394411Z,1,0,35,100,100,0,76357,46.0,218,123,218,3,1,0.50,0.63,0.13,4.75,Tom,2.0,2,0,9.0,318,144,268,false,17.2,368,161,164,"",2023-08-31T02:00:07.930156Z,0,0,0,1.4,0,0,Cairney,2,a,10,27.0,242,127,11,Cairney,0
2023-07-05T08:58:28.395066Z,0,0,0,0,0,0,166324,0.0,700,297,291,3,0,0.00,0.00,0.00,0.00,Ivan,0.0,0,0,0.0,702,298,269,false,0.0,702,298,0,Permanent transfer to Lille,2023-08-11T10:50:27.703881Z,0,0,0,0.0,0,0,Neves Abreu Cavaleiro,0,u,10,0.0,697,296,0,I.Cavaleiro,0
2023-07-05T08:58:28.395697Z,1,2,87,,,1,96994,52.9,201,117,112,3,1,0.27,2.82,2.55,10.28,Bobby,4.0,12,2,28.4,135,72,270,false,101.8,179,71,554,"",,0,0,0,3.3,0,0,De Cordova-Reid,7,a,10,132.0,64,38,30,De Cordova-Reid,1
2023-07-05T08:58:28.396283Z,0,2,135,0,0,3,219924,16.4,323,111,384,2,0,0.28,0.43,0.15,15.90,Issa,0.7,13,0,18.7,221,69,271,false,145.4,123,44,700,Foot injury - Unknown return date,2023-10-07T21:00:07.899289Z,0,0,0,2.9,0,0,Diop,8,i,10,25.0,246,71,23,Diop,2
2023-07-05T08:58:28.396926Z,0,0,0,,,0,432931,0.0,583,231,478,3,0,0.00,0.00,0.00,0.00,Tyrese,0.0,0,0,0.0,596,233,272,false,0.0,591,229,0,"",,0,0,0,0.0,0,0,Francois,0,a,10,0.0,571,227,0,Francois,0
2023-07-05T08:58:28.397564Z,0,0,0,0,0,0,83543,0.0,554,215,512,3,0,0.00,0.00,0.00,0.00,Anthony,0.0,0,0,0.0,568,217,273,false,0.0,563,213,0,Season-long loan to Huddersfield Town,2023-09-03T20:13:44.073237Z,0,0,0,0.0,0,0,Knockaert,0,u,10,0.0,539,210,0,Knockaert,0
2023-07-05T08:58:28.398206Z,0,0,0,0,0,0,109434,0.0,461,165,674,2,0,0.00,0.00,0.00,0.00,Terence,0.0,0,0,0.0,482,168,274,false,0.0,476,168,0,Season-long loan to Rapid Vienna,2023-09-03T20:04:54.860410Z,0,0,0,0.0,0,0,Kongolo,0,u,10,0.0,436,154,0,Kongolo,0
2023-07-05T08:58:28.398710Z,0,8,222,,,3,80201,0.0,666,77,333,1,3,0.00,0.00,0.00,18.75,Bernd,2.3,16,0,31.8,107,3,275,false,318.6,10,3,900,"",,0,0,0,4.3,0,39,Leno,10,a,10,0.0,661,75,43,Leno,0
2023-07-05T08:58:28.399327Z,0,0,36,100,100,1,212314,34.7,249,135,456,3,1,0.07,0.71,0.64,10.51,Saša,1.0,6,0,10.1,309,138,276,false,39.2,304,128,337,"",2023-08-31T17:30:07.839749Z,0,0,0,1.7,0,0,Lukić,4,a,10,27.0,240,126,10,Lukić,1
2023-07-05T08:58:28.400023Z,0,0,0,0,0,0,120721,0.0,467,168,625,2,0,0.00,0.00,0.00,0.00,Kevin,0.0,0,0,0.0,487,171,277,false,0.0,481,171,0,Season-long loan to Augsburg,2023-09-03T20:05:44.450227Z,0,0,0,0.0,0,0,Mbabu,0,u,10,0.0,442,157,0,Mbabu,0
2023-07-05T08:58:28.400669Z,0,0,6,0,0,0,128389,0.3,417,55,21,4,0,0.02,0.18,0.16,0.60,Aleksandar,0.0,0,0,3.3,379,47,278,false,6.4,408,47,32,Permanent transfer to Al-Hilal,2023-08-18T14:00:10.226716Z,0,0,0,1.0,0,0,Mitrović,0,u,10,26.0,244,46,1,Mitrović,0
2023-07-05T08:58:28.401288Z,0,0,2,,,0,244042,21.8,300,42,513,4,0,0.03,0.31,0.28,2.19,Rodrigo,0.3,2,0,6.8,342,44,279,false,9.8,389,46,57,"",,0,0,0,0.8,0,0,Muniz Carvalho,0,a,10,36.0,212,43,3,Muniz,1
2023-07-05T08:58:28.401883Z,0,6,108,100,100,2,154296,32.8,254,139,192,3,10,0.09,0.67,0.58,11.83,João,4.3,9,2,30.1,122,67,280,false,203.8,54,21,644,"",2023-08-06T23:30:05.777889Z,0,0,0,3.8,0,0,Palhinha Gonçalves,7,a,10,64.0,149,88,30,J.Palhinha,3
2023-07-05T08:58:28.402549Z,0,4,155,100,100,3,82514,13.0,343,120,371,2,2,0.11,1.07,0.96,18.16,Tim,1.7,14,1,22.7,190,52,281,false,171.4,92,32,783,"",2023-08-19T18:00:06.900913Z,0,0,0,3.4,1,0,Ream,9,a,10,43.0,192,43,31,Ream,1
2023-07-05T08:58:28.403194Z,1,0,86,100,100,3,153366,117.3,79,60,181,3,1,0.47,0.49,0.02,11.56,Harrison,1.0,11,0,20.9,204,99,282,false,79.4,229,89,567,"",2023-08-31T02:00:07.951724Z,0,0,0,2.1,0,0,Reed,7,a,10,12.0,316,160,21,Reed,1
2023-07-05T08:58:28.403770Z,0,1,135,100,100,2,169528,103.0,103,20,377,2,1,0.74,0.80,0.06,17.47,Antonee,0.7,16,0,27.7,144,35,283,false,151.2,115,42,810,"",2023-09-16T20:00:07.420575Z,1,0,0,1.9,0,0,Robinson,9,a,10,22.0,256,78,17,Robinson,2
2023-07-05T08:58:28.404300Z,0,0,-3,,,0,155529,0.0,438,16,626,1,0,0.00,0.00,0.00,0.00,Marek,0.0,0,0,0.0,459,33,284,false,0.0,454,33,0,"",,0,0,0,0.0,0,0,Rodák,0,a,10,0.0,412,10,-1,Rodák,1
2023-07-05T08:58:28.404878Z,0,0,71,0,0,2,167074,45.8,220,60,378,2,0,0.22,0.41,0.19,11.87,Kenny,0.0,8,0,12.7,284,97,285,false,68.0,252,103,427,Groin Injury - Unknown return date,2023-09-23T22:00:07.732576Z,0,0,0,2.4,0,0,Tete,5,i,10,13.0,309,103,12,Tete,2
2023-07-05T08:58:28.405359Z,0,0,5,0,0,0,109646,0.0,536,210,412,2,0,0.00,0.00,0.00,0.67,Tosin,0.0,0,0,1.2,423,150,286,false,12.0,378,141,1,Groin Injury - Expected back 04 Nov,2023-09-15T16:00:07.700688Z,0,0,0,1.0,0,0,Adarabioyo,0,i,10,0.0,516,203,1,Tosin,0
2023-07-05T08:58:28.405873Z,0,2,39,,,0,245824,46.7,216,37,204,4,0,0.06,0.73,0.67,2.42,Carlos Vinícius,1.0,2,1,17.3,234,35,287,false,43.6,294,34,198,"",,0,0,0,2.4,0,0,Alves Morais,2,a,10,83.0,122,36,12,Vinícius,0
2023-07-05T08:58:28.406487Z,1,0,72,,,2,153682,120.0,75,56,122,3,3,0.88,1.51,0.63,13.97,Harry,1.7,10,0,25.2,172,87,288,false,62.8,259,102,546,"",,0,0,0,1.9,0,0,Wilson,6,a,10,71.0,136,81,19,Wilson,1
2023-07-05T08:58:28.407118Z,0,0,0,,,0,60706,0.0,459,30,675,1,0,0.00,0.00,0.00,0.00,Adrián,0.0,0,0,0.0,480,47,289,false,0.0,474,47,0,"",,0,0,0,0.0,0,0,San Miguel del Castillo,0,a,11,0.0,434,24,0,Adrián,0
2023-07-05T08:58:28.407689Z,1,3,144,100,100,3,169187,198.8,36,5,14,2,5,0.85,1.29,0.44,7.27,Trent,4.0,6,0,37.1,88,18,290,false,110.0,169,65,599,"",2023-09-04T05:00:07.856635Z,0,0,0,3.6,0,0,Alexander-Arnold,7,a,11,62.0,151,26,29,Alexander-Arnold,3
2023-07-05T08:58:28.408240Z,0,6,221,,,3,116535,10.1,357,2,86,1,7,0.00,0.00,0.00,11.95,Alisson,5.3,9,0,27.1,150,10,291,false,261.4,26,10,900,"",,0,0,0,4.3,0,33,Ramses Becker,10,a,11,0.0,719,85,43,A.Becker,1
2023-07-05T08:58:28.408974Z,0,0,0,0,0,0,535928,0.0,670,277,254,3,0,0.00,0.00,0.00,0.00,Stefan,0.0,0,0,0.0,674,277,292,false,0.0,672,276,0,Calf injury - Unknown return date,2023-09-29T10:30:08.978098Z,0,0,0,0.0,0,0,Bajcetic,0,i,11,0.0,663,273,0,Bajcetic,0
2023-07-05T08:58:28.409591Z,5,4,155,,,2,447203,72.2,153,19,23,4,10,0.84,4.88,4.04,5.27,Darwin,6.3,3,4,54.7,36,10,293,false,201.2,59,6,416,"",,0,0,0,5.2,0,0,Núñez Ribeiro,4,a,11,272.0,21,10,47,Darwin,1
2023-07-05T08:58:28.410138Z,2,2,99,100,100,1,194634,106.4,99,73,16,3,6,0.50,2.93,2.43,4.72,Diogo,3.0,4,3,50.8,46,29,294,false,132.4,136,54,431,"",2023-09-30T23:00:08.714780Z,0,0,0,3.6,1,0,Teixeira da Silva,5,a,11,270.0,22,12,32,Diogo J.,1
2023-07-05T08:58:28.410789Z,1,0,43,,,0,444884,47.9,209,120,212,3,1,0.26,0.54,0.28,3.03,Harvey,1.0,1,0,10.5,305,135,295,false,20.6,353,156,223,"",,0,0,0,1.2,0,0,Elliott,1,a,11,37.0,209,114,10,Elliott,1
2023-07-05T08:58:28.411389Z,0,0,0,0,0,0,116643,0.0,698,296,206,3,0,0.00,0.00,0.00,0.00,Fabio Henrique,0.0,0,0,0.0,701,297,296,false,0.0,701,297,0,Permanent Transfer to Al-Ittihad,2023-08-01T09:50:49.848998Z,0,0,0,0.0,0,0,Tavares,0,u,11,0.0,695,295,0,Fabinho,0
2023-07-05T08:58:28.411993Z,0,3,70,100,100,0,243298,48.2,208,34,25,4,1,0.18,2.20,2.02,4.37,Cody,0.3,5,2,27.3,149,26,297,false,94.4,199,23,350,"",2023-10-01T02:00:08.267715Z,0,0,0,2.6,0,0,Gakpo,5,a,11,132.0,66,25,21,Gakpo,0
2023-07-05T08:58:28.412574Z,0,0,82,,,1,171287,72.5,151,37,394,2,1,0.12,0.24,0.12,6.59,Joe,0.7,3,0,18.1,228,72,298,false,83.8,218,87,433,"",,0,0,0,1.8,0,0,Gomez,4,a,11,24.0,252,74,16,Gomez,1
2023-07-05T08:58:28.413175Z,0,0,0,0,0,0,56979,0.0,693,293,207,3,0,0.00,0.00,0.00,0.00,Jordan,0.0,0,0,0.0,697,295,299,false,0.0,697,295,0,Permanent transfer to Al-Ettifaq,2023-07-28T08:28:45.116062Z,0,0,0,0.0,0,0,Henderson,0,u,11,0.0,690,292,0,Henderson,0
2023-07-05T08:58:28.413821Z,0,0,29,100,0,1,206915,17.6,316,165,222,3,0,0.08,0.19,0.11,6.68,Curtis,0.0,4,0,6.7,345,156,300,false,34.0,318,138,278,"",2023-09-30T23:00:08.738337Z,0,0,0,1.0,1,0,Jones,4,a,11,20.0,270,138,5,Jones,1
2023-07-05T08:58:28.414407Z,0,0,0,,,0,200720,0.0,441,19,637,1,0,0.00,0.00,0.00,0.00,Caoimhin,0.0,0,0,0.0,462,36,301,false,0.0,457,36,0,"",,0,0,0,0.0,0,0,Kelleher,0,a,11,0.0,415,13,0,Kelleher,0
2023-07-05T08:58:28.414929Z,0,0,93,100,100,2,204716,31.5,258,79,226,2,6,0.04,0.09,0.05,5.04,Ibrahima,4.0,4,0,13.3,279,94,302,false,95.4,195,77,377,"",2023-08-25T09:30:07.183386Z,0,0,0,2.6,0,0,Konaté,4,a,11,6.0,355,122,18,Konaté,1
2023-07-05T08:58:28.415470Z,1,1,89,,,2,244731,114.3,82,62,26,3,0,1.07,3.73,2.66,8.68,Luis,2.7,7,2,38.8,83,51,303,false,95.0,197,80,624,"",,0,0,0,3.6,0,0,Díaz,8,a,11,179.0,41,25,32,Luis Díaz,0
2023-07-05T08:58:28.416042Z,1,1,107,100,100,3,243016,137.3,63,46,63,3,2,0.98,1.11,0.13,12.23,Alexis,2.3,8,0,29.1,132,71,304,false,137.8,129,49,790,"",2023-08-19T18:00:06.968162Z,0,0,0,1.8,1,0,Mac Allister,10,a,11,16.0,299,152,18,Mac Allister,4
2023-07-05T08:58:28.416594Z,0,0,97,,,1,60914,19.9,307,105,240,2,0,0.10,0.52,0.42,7.29,Joel,1.0,6,0,15.8,250,80,305,false,118.2,162,61,531,"",,1,0,0,2.0,0,0,Matip,6,a,11,20.0,269,84,14,Matip,0
2023-07-05T08:58:28.417145Z,0,0,0,0,0,0,197464,0.0,477,174,635,2,0,0.00,0.00,0.00,0.00,Nathaniel,0.0,0,0,0.0,497,177,306,false,0.0,491,177,0,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,0,0,0,0.0,0,0,Phillips,0,u,11,0.0,452,163,0,Phillips,0
2023-07-05T08:58:28.417805Z,0,3,167,0,0,1,122798,284.3,17,4,51,2,0,0.99,1.46,0.47,11.37,Andrew,0.3,9,1,52.7,40,4,307,false,196.2,65,19,720,Shoulder injury - Expected back 21 Jan,2023-10-13T09:30:09.199189Z,0,0,0,3.2,0,0,Robertson,8,i,11,46.0,186,39,26,Robertson,1
2023-07-05T08:58:28.418478Z,4,11,251,,,3,118748,295.3,14,11,3,3,8,2.99,10.20,7.21,11.00,Mohamed,13.0,8,8,113.6,1,1,308,true,401.8,2,1,864,"",,0,1,0,8.3,0,0,Salah,10,a,11,438.0,2,1,83,Salah,1
2023-07-05T08:58:28.419118Z,4,5,219,,,3,424876,333.5,5,4,38,3,12,2.51,3.23,0.72,11.95,Dominik,6.3,9,1,64.6,19,15,309,false,202.8,49,18,900,"",,0,0,0,4.4,0,0,Szoboszlai,10,a,11,110.0,82,50,44,Szoboszlai,1
2023-07-05T08:58:28.419969Z,0,0,0,0,0,0,61558,0.0,673,279,246,3,0,0.00,0.00,0.00,0.00,Thiago,0.0,0,0,0.0,677,279,310,false,0.0,675,278,0,Lack of match fitness - Unknown return date,2023-08-25T09:30:07.201442Z,0,0,0,0.0,0,0,Alcántara do Nascimento,0,i,11,0.0,666,275,0,Thiago,0
2023-07-05T08:58:28.420659Z,0,0,52,,,2,214285,45.9,219,59,414,2,6,0.38,0.38,0.00,0.83,Konstantinos,4.0,0,0,7.2,337,121,311,false,19.4,361,136,155,"",,0,0,0,4.3,0,0,Tsimikas,2,a,11,6.0,350,121,13,Tsimikas,0
2023-07-05T08:58:28.421210Z,0,0,0,0,0,0,444765,0.0,500,189,676,2,0,0.00,0.00,0.00,0.00,Sepp,0.0,0,0,0.0,520,192,312,false,0.0,514,192,0,Season long loan to Mainz 05,2023-07-17T06:21:35.145355Z,0,0,0,0.0,0,0,van den Berg,0,u,11,0.0,477,180,0,Van den Berg,0
2023-07-05T08:58:28.421870Z,2,5,152,100,100,2,97032,70.3,160,40,66,2,8,0.31,0.87,0.56,12.13,Virgil,5.3,8,0,36.5,90,19,313,false,238.6,34,8,657,"",2023-09-08T16:30:07.707555Z,0,0,0,3.5,1,0,van Dijk,8,a,11,55.0,171,32,28,Virgil,1
2023-07-05T08:58:28.422580Z,0,2,67,,,0,174310,56.9,167,23,292,4,1,0.21,1.46,1.25,6.68,Elijah,3.8,7,2,23.8,169,28,314,false,80.2,216,26,360,"",,0,0,0,2.4,0,0,Adebayo,4,a,12,100.0,97,31,24,Adebayo,0
2023-07-05T08:58:28.423396Z,0,1,68,0,0,0,208904,1.1,390,145,677,2,0,0.00,0.26,0.26,7.07,Mads Juel,0.2,6,1,12.9,262,87,315,false,100.0,166,63,371,Hamstring injury - Unknown return date,2023-10-07T21:00:07.970294Z,0,0,0,2.2,0,0,Andersen,4,i,12,27.0,239,69,13,Andersen,1
2023-07-05T08:58:28.424067Z,0,0,68,0,0,0,165183,16.1,321,110,678,2,0,0.07,0.44,0.37,11.75,Amari'i,0.2,12,0,13.1,255,83,316,false,83.2,176,68,560,Hamstring injury - Unknown return date,2023-10-03T22:30:08.429028Z,0,0,0,1.3,0,0,Bell,7,i,12,33.0,220,59,9,Bell,0
2023-07-05T08:58:28.424684Z,0,0,6,,,0,82738,0.0,667,275,293,3,0,0.00,0.00,0.00,1.22,Luke,0.2,1,0,0.2,444,209,317,false,0.0,670,274,26,"",,0,0,0,1.0,0,0,Berry,0,a,12,2.0,391,196,2,Berry,0
2023-07-05T08:58:28.425278Z,1,0,79,0,0,0,156658,73.8,144,31,679,2,0,0.19,0.56,0.37,12.33,Reece,1.5,12,0,25.6,165,44,318,false,131.2,137,48,595,Hamstring injury - Unknown return date,2023-10-22T23:30:07.909991Z,0,0,0,1.6,0,0,Burke,7,i,12,51.0,178,35,13,Burke,1
2023-07-05T08:58:28.425980Z,0,0,0,0,0,0,193195,0.0,685,287,294,3,0,0.00,0.00,0.00,0.00,Allan,0.0,0,0,0.0,688,288,319,false,0.0,687,288,0,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,0,0,0,0.0,0,0,Campbell,0,u,12,0.0,681,285,0,Campbell,0
2023-07-05T08:58:28.426607Z,0,0,0,0,0,0,96784,0.0,674,280,295,3,0,0.00,0.00,0.00,0.00,Jordan,0.0,0,0,0.0,678,280,320,false,0.0,676,279,0,Ankle injury - Expected back 25 Nov,2023-08-06T23:30:05.803333Z,0,0,0,0.0,0,0,Clark,0,i,12,0.0,667,276,0,Clark,0
2023-07-05T08:58:28.427221Z,1,4,108,100,100,0,244262,336.8,7,2,514,2,0,1.51,1.83,0.32,15.51,Alfie,1.0,15,0,51.9,42,6,321,false,123.4,152,56,640,"",2023-09-02T17:00:07.683278Z,0,0,0,1.9,0,0,Doughty,7,a,12,59.0,156,28,19,Doughty,1
2023-07-05T08:58:28.427893Z,0,0,0,0,0,0,49083,0.0,679,282,296,3,0,0.00,0.00,0.00,0.00,Luke,0.0,0,0,0.0,683,283,322,false,0.0,682,283,0,Released,2023-08-25T08:38:56.197815Z,0,0,0,0.0,0,0,Freeman,0,u,12,0.0,674,279,0,Freeman,0
2023-07-05T08:58:28.428537Z,0,0,0,0,0,0,113534,0.0,464,33,680,1,0,0.00,0.00,0.00,0.00,Matt,0.0,0,0,0.0,484,49,323,false,0.0,478,49,0,Released from contract,2023-09-03T20:04:04.658822Z,0,0,0,0.0,0,0,Macey,0,u,12,0.0,439,27,0,Macey,0
2023-07-05T08:58:28.429144Z,0,0,0,0,0,0,422303,0.0,623,67,515,4,0,0.00,0.00,0.00,0.00,John,0.0,0,0,0.0,630,65,324,false,0.0,625,63,0,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,0,0,0,0.0,0,0,McAtee,0,u,12,0.0,613,65,0,McAtee,0
2023-07-05T08:58:28.429697Z,0,0,0,0,0,0,453537,0.0,630,251,516,3,0,0.00,0.00,0.00,0.00,Carlos,0.0,0,0,0.0,637,253,325,false,0.0,632,250,0,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,0,0,0,0.0,0,0,Mendes Gomes,0,u,12,0.0,621,248,0,Mendes,0
2023-07-05T08:58:28.430276Z,1,7,114,,,0,156700,82.6,124,13,145,4,2,0.60,4.13,3.53,19.51,Carlton,1.8,20,3,38.6,56,14,326,false,103.2,127,16,846,"",,0,0,0,4.1,0,0,Morris,10,a,12,202.0,25,12,41,Morris,1
